SK_ID_CURR,TARGET
100002,0.3775826096534729
100003,0.06412341445684433
100004,0.04474249854683876
100006,0.05159536004066467
100007,0.09199491888284683
100008,0.05490267649292946
100009,0.022112397477030754
100010,0.026560237631201744
100011,0.06316645443439484
100012,0.07139396667480469
100014,0.06737953424453735
100015,0.014254939742386341
100016,0.06212668865919113
100017,0.038539592176675797
100018,0.02251763641834259
100019,0.15706680715084076
100020,0.5701225399971008
100021,0.04539136588573456
100022,0.020544933155179024
100023,0.041047509759664536
100024,0.10779615491628647
100025,0.08931398391723633
100026,0.11197454482316971
100027,0.019070696085691452
100029,0.03720472380518913
100030,0.024459945037961006
100031,0.1355118751525879
100032,0.09526652097702026
100033,0.027035553008317947
100034,0.030509449541568756
100035,0.10614541918039322
100036,0.18816721439361572
100037,0.014053791761398315
100039,0.13820256292819977
100040,0.0939733237028122
100041,0.02887863665819168
100043,0.01184399239718914
100044,0.020678939297795296
100045,0.023780521005392075
100046,0.014616762287914753
100047,0.1934991180896759
100048,0.24654653668403625
100049,0.05361972004175186
100050,0.014689037576317787
100051,0.1103513091802597
100052,0.08708564192056656
100053,0.1116088405251503
100054,0.03354497253894806
100055,0.030880847945809364
100056,0.047125305980443954
100058,0.01667659357190132
100059,0.06263582408428192
100060,0.04280167073011398
100061,0.05923491716384888
100062,0.028630059212446213
100063,0.12261568754911423
100064,0.1265856921672821
100068,0.06805658340454102
100069,0.12066489458084106
100070,0.056371744722127914
100071,0.03976809233427048
100072,0.11290378123521805
100073,0.039315804839134216
100075,0.025748683139681816
100076,0.1684899479150772
100077,0.07793238013982773
100078,0.02709757164120674
100079,0.11508721858263016
100080,0.036625150591135025
100081,0.060776486992836
100082,0.054682664573192596
100083,0.057967349886894226
100084,0.05732515826821327
100085,0.13678255677223206
100086,0.08042014390230179
100087,0.13720887899398804
100088,0.015466311946511269
100089,0.08265544474124908
100093,0.062046416103839874
100094,0.032496463507413864
100095,0.0580785907804966
100096,0.10813207924365997
100097,0.05428800731897354
100098,0.07852521538734436
100099,0.05342676490545273
100100,0.05817197263240814
100101,0.035710640251636505
100102,0.05798567831516266
100103,0.036481957882642746
100104,0.043699588626623154
100105,0.04321856424212456
100108,0.05049656331539154
100110,0.08886078745126724
100111,0.06508227437734604
100112,0.25703558325767517
100113,0.012594119645655155
100114,0.1392836719751358
100115,0.16879956424236298
100116,0.053414180874824524
100118,0.09808933734893799
100119,0.1893751323223114
100120,0.24868851900100708
100121,0.08411920815706253
100122,0.1942206770181656
100123,0.04404186084866524
100124,0.02227425016462803
100125,0.03157363086938858
100126,0.028017934411764145
100127,0.03585319221019745
100129,0.036401569843292236
100130,0.18208202719688416
100131,0.045744843780994415
100132,0.01913028582930565
100133,0.18277111649513245
100134,0.025553015992045403
100135,0.18363714218139648
100136,0.025067023932933807
100137,0.10043925791978836
100138,0.019135963171720505
100139,0.24361751973628998
100140,0.03313784673810005
100142,0.22043105959892273
100143,0.010076260194182396
100144,0.08488018810749054
100145,0.02836036868393421
100146,0.04801953583955765
100147,0.03648035600781441
100148,0.04800242930650711
100149,0.5480110049247742
100151,0.04654714837670326
100152,0.06935285776853561
100153,0.07369040697813034
100154,0.12172891199588776
100155,0.11597589403390884
100156,0.021395359188318253
100157,0.044242486357688904
100158,0.024219727143645287
100159,0.01922525279223919
100160,0.1063418909907341
100161,0.13256023824214935
100162,0.10002722591161728
100163,0.1423916220664978
100164,0.03664693608880043
100165,0.015190360136330128
100166,0.14999744296073914
100167,0.1588304042816162
100173,0.034224867820739746
100174,0.030379939824342728
100175,0.051705919206142426
100176,0.034052930772304535
100177,0.058088336139917374
100178,0.024665245786309242
100179,0.028121568262577057
100180,0.016721762716770172
100181,0.09997491538524628
100182,0.018908672034740448
100183,0.016757380217313766
100185,0.032869622111320496
100186,0.041119784116744995
100188,0.02007567510008812
100189,0.36746466159820557
100190,0.01525563932955265
100191,0.020216818898916245
100192,0.06234658882021904
100193,0.030911806970834732
100194,0.13810861110687256
100195,0.027757614850997925
100196,0.046548113226890564
100197,0.0449676513671875
100198,0.04857691004872322
100199,0.09264761209487915
100200,0.05701415240764618
100201,0.024576986208558083
100202,0.21578741073608398
100203,0.03179550543427467
100204,0.09062130749225616
100205,0.15494394302368164
100206,0.30833667516708374
100207,0.04137459024786949
100208,0.04438357427716255
100209,0.06133449450135231
100210,0.028499659150838852
100211,0.17919592559337616
100213,0.046610698103904724
100214,0.1281258910894394
100215,0.051529355347156525
100216,0.015482249669730663
100217,0.048529788851737976
100218,0.041906747967004776
100219,0.019652560353279114
100220,0.04285977780818939
100221,0.024585455656051636
100224,0.10044338554143906
100225,0.020956221967935562
100226,0.024849966168403625
100227,0.07225732505321503
100228,0.06363337486982346
100229,0.017372846603393555
100230,0.16199065744876862
100231,0.04719989746809006
100233,0.11387898027896881
100234,0.047229476273059845
100235,0.21392183005809784
100236,0.16435369849205017
100237,0.16583943367004395
100238,0.07887451350688934
100239,0.043940141797065735
100240,0.2273210883140564
100242,0.02896062284708023
100243,0.08181923627853394
100244,0.10921701788902283
100246,0.508263885974884
100247,0.12775540351867676
100248,0.09909364581108093
100249,0.04815579205751419
100250,0.06337421387434006
100251,0.03416282683610916
100252,0.03845297545194626
100254,0.012698311358690262
100255,0.03465244174003601
100257,0.04074734449386597
100258,0.1163782849907875
100259,0.15308941900730133
100260,0.025246895849704742
100261,0.03535787761211395
100262,0.0457780547440052
100263,0.06896418333053589
100264,0.03641951456665993
100265,0.12938062846660614
100266,0.034298092126846313
100267,0.023932648822665215
100268,0.269162118434906
100269,0.19783137738704681
100270,0.009298470802605152
100272,0.14626583456993103
100273,0.07769383490085602
100274,0.013757891952991486
100275,0.020519664511084557
100276,0.20797696709632874
100277,0.024221237748861313
100279,0.043593499809503555
100281,0.03421083837747574
100282,0.06862705945968628
100283,0.05158889666199684
100284,0.02721433714032173
100285,0.08311387896537781
100286,0.06985290348529816
100287,0.0252509918063879
100288,0.1504015475511551
100289,0.01668456383049488
100290,0.20181001722812653
100291,0.1601945161819458
100292,0.1567368060350418
100293,0.04614916071295738
100294,0.0506899319589138
100295,0.0976339727640152
100296,0.03162578493356705
100297,0.06969654560089111
100298,0.036030255258083344
100299,0.027355335652828217
100300,0.10056309401988983
100301,0.3739761412143707
100302,0.2729038894176483
100303,0.060461435467004776
100304,0.013409961014986038
100305,0.2178521454334259
100307,0.08652303367853165
100308,0.02093430794775486
100309,0.06439332664012909
100310,0.1965915709733963
100313,0.021881455555558205
100314,0.04436394199728966
100315,0.05061836913228035
100316,0.024915358051657677
100317,0.021391335874795914
100318,0.043013252317905426
100319,0.049329258501529694
100320,0.04264717176556587
100321,0.19894848763942719
100322,0.018974419683218002
100323,0.04757186025381088
100324,0.031117884442210197
100325,0.070831798017025
100326,0.2333258092403412
100327,0.1740066409111023
100328,0.008216222748160362
100329,0.13267014920711517
100332,0.11463023722171783
100333,0.09470995515584946
100334,0.04822994023561478
100335,0.01742831990122795
100336,0.11341172456741333
100337,0.02919723652303219
100338,0.028167812153697014
100339,0.023717643693089485
100340,0.08164747059345245
100341,0.08331961184740067
100342,0.1828073114156723
100343,0.05300724506378174
100344,0.026590514928102493
100345,0.0817573145031929
100346,0.013379844836890697
100347,0.04282165691256523
100348,0.028652038425207138
100349,0.0591820664703846
100350,0.04297744110226631
100351,0.045093633234500885
100353,0.1801774948835373
100354,0.252728134393692
100355,0.16501948237419128
100356,0.13837870955467224
100357,0.030826345086097717
100359,0.07322623580694199
100360,0.016384756192564964
100361,0.024788344278931618
100362,0.053554318845272064
100363,0.010256997309625149
100364,0.07432153820991516
100365,0.05985403433442116
100366,0.01987343095242977
100368,0.04813022539019585
100369,0.039428070187568665
100370,0.15852090716362
100371,0.022914467379450798
100372,0.04264533147215843
100373,0.042395781725645065
100374,0.06428518146276474
100375,0.14403226971626282
100376,0.0687614381313324
100377,0.04057806357741356
100378,0.04989718273282051
100379,0.10439816117286682
100380,0.048034872859716415
100381,0.04172403737902641
100383,0.21553148329257965
100387,0.06913144141435623
100388,0.025010358542203903
100389,0.011317755095660686
100390,0.021479077637195587
100391,0.03881000354886055
100392,0.10827532410621643
100393,0.010591784492135048
100394,0.03843957930803299
100395,0.023025071248412132
100396,0.31096532940864563
100397,0.026095235720276833
100398,0.05252751335501671
100400,0.02958713471889496
100401,0.04852836951613426
100402,0.2896575331687927
100403,0.08474479615688324
100405,0.14867541193962097
100406,0.08253148198127747
100407,0.048445940017700195
100408,0.07019533962011337
100409,0.08695629239082336
100410,0.02234489656984806
100411,0.04707610234618187
100412,0.11601527780294418
100413,0.03348616883158684
100414,0.05253886803984642
100415,0.0562131293118
100417,0.05740566924214363
100418,0.07432739436626434
100419,0.0772002562880516
100420,0.02282615564763546
100421,0.03725840151309967
100423,0.059682734310626984
100424,0.060628656297922134
100425,0.028309043496847153
100427,0.06696627289056778
100428,0.02578880451619625
100429,0.342367559671402
100430,0.1790706366300583
100431,0.34185099601745605
100432,0.052925970405340195
100433,0.021087611094117165
100434,0.038996320217847824
100435,0.03509301319718361
100436,0.019124560058116913
100437,0.023935841396450996
100439,0.2586650550365448
100440,0.05026496201753616
100441,0.02797507308423519
100442,0.023776331916451454
100443,0.0638144239783287
100448,0.03739523887634277
100449,0.06496050208806992
100451,0.059833820909261703
100452,0.1777423471212387
100453,0.02627834491431713
100454,0.028633326292037964
100455,0.036571383476257324
100456,0.3310259282588959
100457,0.03979277238249779
100458,0.04943934082984924
100459,0.04401252046227455
100460,0.03821825981140137
100461,0.04372340813279152
100462,0.042260587215423584
100463,0.01490175724029541
100464,0.07439107447862625
100465,0.04395238682627678
100467,0.12154590338468552
100468,0.10276954621076584
100469,0.07326002418994904
100470,0.025058770552277565
100471,0.08436207473278046
100472,0.3157326281070709
100473,0.05426892265677452
100474,0.023205818608403206
100475,0.052420396357774734
100476,0.12567824125289917
100477,0.42945411801338196
100478,0.060953542590141296
100479,0.10135232657194138
100480,0.05311669409275055
100481,0.022340023890137672
100482,0.05156976729631424
100485,0.07298409193754196
100486,0.034245990216732025
100487,0.10924283415079117
100488,0.022341761738061905
100489,0.0521107092499733
100490,0.16845114529132843
100491,0.5120736360549927
100492,0.038499195128679276
100493,0.05991772562265396
100495,0.05714235082268715
100496,0.07313134521245956
100497,0.028457242995500565
100498,0.25837698578834534
100499,0.05035436525940895
100500,0.030669385567307472
100501,0.03631507232785225
100502,0.02711997739970684
100503,0.04945109784603119
100504,0.1406305432319641
100505,0.04410028085112572
100506,0.13898928463459015
100507,0.11631631851196289
100508,0.02312484197318554
100509,0.020182937383651733
100511,0.06372210383415222
100513,0.03588448837399483
100514,0.04786425828933716
100515,0.048298951238393784
100516,0.012183889746665955
100518,0.03624642267823219
100519,0.0755920559167862
100520,0.047481536865234375
100521,0.07405528426170349
100522,0.05961252748966217
100523,0.04772832989692688
100524,0.09432165324687958
100525,0.12590056657791138
100526,0.14878828823566437
100527,0.02056753821671009
100528,0.06025140359997749
100529,0.08427593857049942
100530,0.0794963613152504
100531,0.043883826583623886
100532,0.17055287957191467
100533,0.017072677612304688
100534,0.06526380032300949
100535,0.04741173982620239
100536,0.032852254807949066
100537,0.1324293166399002
100538,0.22243978083133698
100539,0.020794598385691643
100540,0.3324440121650696
100541,0.3685859441757202
100542,0.02733961120247841
100543,0.07380679249763489
100544,0.22881954908370972
100545,0.0240170881152153
100546,0.07062134891748428
100547,0.23338116705417633
100549,0.19787217676639557
100550,0.029452959075570107
100554,0.011038238182663918
100555,0.1119980737566948
100556,0.025760062038898468
100557,0.035570938140153885
100558,0.43967404961586
100559,0.037143368273973465
100560,0.08553832024335861
100562,0.09567128121852875
100563,0.1534229815006256
100564,0.0768473744392395
100565,0.0649849995970726
100566,0.027371296659111977
100567,0.13040702044963837
100570,0.0319179892539978
100571,0.13814465701580048
100572,0.03823337331414223
100573,0.06355294585227966
100574,0.024102075025439262
100575,0.01269666850566864
100576,0.035282108932733536
100577,0.01750292256474495
100578,0.07898343354463577
100579,0.04031188786029816
100580,0.07329170405864716
100581,0.02041889913380146
100582,0.03745260834693909
100583,0.061567120254039764
100584,0.10106842964887619
100585,0.06536494195461273
100586,0.06527730077505112
100587,0.02238929457962513
100588,0.026807870715856552
100589,0.06267832219600677
100590,0.04946565255522728
100593,0.036002300679683685
100594,0.04756678640842438
100595,0.05725964158773422
100596,0.1600821316242218
100597,0.0977521538734436
100598,0.05513256788253784
100599,0.27653881907463074
100600,0.035859234631061554
100601,0.043993864208459854
100603,0.0525338239967823
100604,0.012156900949776173
100605,0.04037754610180855
100606,0.03869433328509331
100608,0.10551442950963974
100609,0.317263126373291
100610,0.055394090712070465
100611,0.05003999546170235
100612,0.03818415850400925
100614,0.07797849923372269
100615,0.021653635427355766
100616,0.13121265172958374
100619,0.030296459794044495
100620,0.020403124392032623
100621,0.026552928611636162
100623,0.03035508655011654
100624,0.07359348982572556
100626,0.02385912649333477
100627,0.016643056645989418
100628,0.03286535665392876
100629,0.028866039589047432
100630,0.012316664680838585
100631,0.03975684940814972
100632,0.019803643226623535
100633,0.1418546587228775
100634,0.04796268790960312
100635,0.1085008829832077
100636,0.037146635353565216
100637,0.012214885093271732
100638,0.07398660480976105
100639,0.03469149395823479
100640,0.020049605518579483
100641,0.4276399612426758
100642,0.09894803166389465
100643,0.02189103700220585
100644,0.0467560850083828
100645,0.05063654109835625
100646,0.3094812333583832
100647,0.044634509831666946
100648,0.1335005909204483
100649,0.18496032059192657
100650,0.15142133831977844
100651,0.02690473198890686
100652,0.03141265735030174
100653,0.23806101083755493
100654,0.07238560914993286
100655,0.05487268790602684
100656,0.022992398589849472
100657,0.01789313741028309
100658,0.16173262894153595
100659,0.04461607709527016
100660,0.022766537964344025
100661,0.03971227630972862
100662,0.04796992987394333
100663,0.11536449193954468
100664,0.02689187042415142
100665,0.125526562333107
100666,0.20808613300323486
100667,0.029875455424189568
100668,0.09103550761938095
100669,0.058049526065588
100670,0.014017611742019653
100671,0.025152865797281265
100672,0.14582228660583496
100673,0.04285866767168045
100674,0.025375161319971085
